timestamp,exchange,market,open,high,low,close
2018-03-28 19:35:00 UTC,bittrex,USD-BTC,7894.142499,7894.21942499,7894.142499,7894.21942499
2018-03-28 19:36:00 UTC,bittrex,USD-BTC,7894.142499,7894.21942499,7893.9104921,7894.21942499
2018-03-28 19:37:00 UTC,bittrex,USD-BTC,7894.21942499,7901.63755016,7893.142499,7901.63755016
2018-03-28 19:38:00 UTC,bittrex,USD-BTC,7901.63755016,7901.63755016,7899.63755016,7899.63755016
2018-03-28 19:39:00 UTC,bittrex,USD-BTC,7899.63755016,7899.63755016,7894.21942499,7894.219425
2018-03-28 19:40:00 UTC,bittrex,USD-BTC,7899.0,7901.63755016,7899.0,7901.63755016
2018-03-28 19:41:00 UTC,bittrex,USD-BTC,7901.63755016,7901.63755016,7895.0,7895.0
2018-03-28 19:42:00 UTC,bittrex,USD-BTC,7895.0,7899.00000002,7895.0,7899.00000002
2018-03-28 19:43:00 UTC,bittrex,USD-BTC,7901.63755016,7901.63755016,7895.0,7901.63755016
2018-03-28 19:44:00 UTC,bittrex,USD-BTC,7901.63755016,7901.63755016,7901.63755016,7901.63755016
2018-03-28 19:45:00 UTC,bittrex,USD-BTC,7901.63755016,7901.63755016,7895.0,7901.63755016
2018-03-28 19:46:00 UTC,bittrex,USD-BTC,7901.63755016,7901.63755016,7901.63755016,7901.63755016
2018-03-28 19:47:00 UTC,bittrex,USD-BTC,7901.63755016,7901.63755016,7895.0,7895.0
2018-03-28 19:48:00 UTC,bittrex,USD-BTC,7895.0,7901.63755016,7895.0,7901.63755016
2018-03-28 19:49:00 UTC,bittrex,USD-BTC,7901.63755016,7901.63755016,7901.63755016,7901.63755016
2018-03-28 19:50:00 UTC,bittrex,USD-BTC,7901.63755016,7901.63755016,7901.63755016,7901.63755016
2018-03-28 19:51:00 UTC,bittrex,USD-BTC,7901.63755016,7901.63755016,7880.66111,7880.66111
2018-03-28 19:52:00 UTC,bittrex,USD-BTC,7880.66111,7901.63755016,7880.66111,7901.63755016
2018-03-28 19:53:00 UTC,bittrex,USD-BTC,7880.66111,7901.63755016,7880.66111,7900.63755016
2018-03-28 19:54:00 UTC,bittrex,USD-BTC,7900.63755016,7900.63755016,7900.63755016,7900.63755016
2018-03-28 19:55:00 UTC,bittrex,USD-BTC,7900.63755016,7900.63755016,7881.60000001,7881.60000001
2018-03-28 19:56:00 UTC,bittrex,USD-BTC,7881.60000001,7900.63755016,7881.60000001,7900.63755016
2018-03-28 19:57:00 UTC,bittrex,USD-BTC,7900.63755016,7900.63755016,7882.0,7883.0
2018-03-28 19:58:00 UTC,bittrex,USD-BTC,7883.0,7883.0,7882.0,7882.0
2018-03-28 19:59:00 UTC,bittrex,USD-BTC,7882.0,7885.0,7882.0,7885.0
2018-03-28 20:00:00 UTC,bittrex,USD-BTC,7885.0,7900.63755016,7885.0,7900.63755016
2018-03-28 20:01:00 UTC,bittrex,USD-BTC,7900.63755016,7900.63755016,7885.0,7885.00000001
2018-03-28 20:02:00 UTC,bittrex,USD-BTC,7885.00000001,7885.00000001,7885.00000001,7885.00000001
2018-03-28 20:03:00 UTC,bittrex,USD-BTC,7885.00000001,7901.63755016,7885.00000001,7901.63755016
2018-03-28 20:04:00 UTC,bittrex,USD-BTC,7901.63755016,7901.63755016,7892.81877508,7892.81877508
2018-03-28 20:05:00 UTC,bittrex,USD-BTC,7892.81877508,7901.63755016,7892.81877508,7901.63755016
2018-03-28 20:06:00 UTC,bittrex,USD-BTC,7901.63755016,7901.63755016,7892.81877508,7901.63755016
2018-03-28 20:07:00 UTC,bittrex,USD-BTC,7892.81877508,7901.63755016,7892.81877508,7900.0
2018-03-28 20:08:00 UTC,bittrex,USD-BTC,7900.0,7901.63755016,7892.81877508,7892.81877508
2018-03-28 20:09:00 UTC,bittrex,USD-BTC,7892.81877508,7901.63755016,7885.00000002,7885.00000002
2018-03-28 20:10:00 UTC,bittrex,USD-BTC,7885.00000002,7885.00000002,7885.00000002,7885.00000002
2018-03-28 20:11:00 UTC,bittrex,USD-BTC,7885.00000002,7899.77,7885.00000002,7899.77
2018-03-28 20:12:00 UTC,bittrex,USD-BTC,7899.77,7899.77,7899.77,7899.77
2018-03-28 20:13:00 UTC,bittrex,USD-BTC,7899.77,7899.77,7897.0,7897.0
2018-03-28 20:14:00 UTC,bittrex,USD-BTC,7897.0,7901.63755016,7897.0,7901.63755016
2018-03-28 20:15:00 UTC,bittrex,USD-BTC,7901.63755016,7901.63755016,7885.00000001,7885.00000001
2018-03-28 20:16:00 UTC,bittrex,USD-BTC,7900.63755016,7901.63755016,7900.63755016,7901.63755016
2018-03-28 20:17:00 UTC,bittrex,USD-BTC,7901.63755016,7901.63755016,7886.0,7886.0
2018-03-28 20:18:00 UTC,bittrex,USD-BTC,7900.63755016,7900.63755016,7887.0,7900.63755016
2018-03-28 20:19:00 UTC,bittrex,USD-BTC,7900.63755016,7901.63755016,7887.81877508,7901.63755016
2018-03-28 20:20:00 UTC,bittrex,USD-BTC,7901.63755016,7901.63755016,7901.6,7901.6
2018-03-28 20:21:00 UTC,bittrex,USD-BTC,7901.6,7917.54718771,7901.6,7917.54718771
2018-03-28 20:22:00 UTC,bittrex,USD-BTC,7917.54718771,7921.13609523,7913.91478494,7913.91478494
